Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Andalucía;De 45 a 54 años;Hombres;2018;27.414,75
Andalucía;De 45 a 54 años;Hombres;2017;27.172,67
Andalucía;De 45 a 54 años;Hombres;2016;27.278,07
Andalucía;De 45 a 54 años;Hombres;2015;27.700,63
Andalucía;De 45 a 54 años;Hombres;2014;27.779,72
Andalucía;De 45 a 54 años;Hombres;2013;26.139,32
Andalucía;De 45 a 54 años;Hombres;2012;26.517,65
Andalucía;De 45 a 54 años;Hombres;2011;27.688,86
Andalucía;De 45 a 54 años;Hombres;2010;27.340,45
Andalucía;De 45 a 54 años;Hombres;2009;27.325,95
Andalucía;De 45 a 54 años;Hombres;2008;26.032,08
Andalucía;55 y más años;Ambos sexos;2021;27.410,16
Andalucía;55 y más años;Ambos sexos;2020;27.001,63
Andalucía;55 y más años;Ambos sexos;2019;27.297,2
Andalucía;55 y más años;Ambos sexos;2018;27.473,06
Andalucía;55 y más años;Ambos sexos;2017;25.807,98
Andalucía;55 y más años;Ambos sexos;2016;26.204,94
Andalucía;55 y más años;Ambos sexos;2015;26.707,28
Andalucía;55 y más años;Ambos sexos;2014;24.780,3
Andalucía;55 y más años;Ambos sexos;2013;26.521,85
Andalucía;55 y más años;Ambos sexos;2012;25.331,3
Andalucía;55 y más años;Ambos sexos;2011;27.154,13
Andalucía;55 y más años;Ambos sexos;2010;27.066,19
Andalucía;55 y más años;Ambos sexos;2009;24.552,8
Andalucía;55 y más años;Ambos sexos;2008;23.453,56
Andalucía;55 y más años;Mujeres;2021;24.887,27
Andalucía;55 y más años;Mujeres;2020;23.932,81
Andalucía;55 y más años;Mujeres;2019;23.937,5
Andalucía;55 y más años;Mujeres;2018;22.651,57
Andalucía;55 y más años;Mujeres;2017;22.426,92
Andalucía;55 y más años;Mujeres;2016;22.412,66
Andalucía;55 y más años;Mujeres;2015;23.031,25
Andalucía;55 y más años;Mujeres;2014;19.977,15
Andalucía;55 y más años;Mujeres;2013;22.808,21
Andalucía;55 y más años;Mujeres;2012;22.016,05
Andalucía;55 y más años;Mujeres;2011;24.581,44
Andalucía;55 y más años;Mujeres;2010;22.895,32
Andalucía;55 y más años;Mujeres;2009;22.537,84
Andalucía;55 y más años;Mujeres;2008;20.024,06
Andalucía;55 y más años;Hombres;2021;29.344,47
Andalucía;55 y más años;Hombres;2020;29.513,55
Andalucía;55 y más años;Hombres;2019;30.212,41
Andalucía;55 y más años;Hombres;2018;31.167,99
Andalucía;55 y más años;Hombres;2017;28.379,2
Andalucía;55 y más años;Hombres;2016;29.262,8
Andalucía;55 y más años;Hombres;2015;29.775,09
Andalucía;55 y más años;Hombres;2014;27.341,89
Andalucía;55 y más años;Hombres;2013;29.133,79
Andalucía;55 y más años;Hombres;2012;27.342,98
Andalucía;55 y más años;Hombres;2011;28.568,13
Andalucía;55 y más años;Hombres;2010;29.456,21
Andalucía;55 y más años;Hombres;2009;25.643,13
Andalucía;55 y más años;Hombres;2008;24.924,7
Aragón;Todas las edades;Ambos sexos;2021;25.011,55
Aragón;Todas las edades;Ambos sexos;2020;24.113,57
Aragón;Todas las edades;Ambos sexos;2019;23.565,09
Aragón;Todas las edades;Ambos sexos;2018;23.531,83
Aragón;Todas las edades;Ambos sexos;2017;23.039,94
Aragón;Todas las edades;Ambos sexos;2016;22.248,76
Aragón;Todas las edades;Ambos sexos;2015;22.327,18
Aragón;Todas las edades;Ambos sexos;2014;22.095,79
Aragón;Todas las edades;Ambos sexos;2013;22.054,85
Aragón;Todas las edades;Ambos sexos;2012;22.103,79
Aragón;Todas las edades;Ambos sexos;2011;22.333,53
Aragón;Todas las edades;Ambos sexos;2010;22.316,69
Aragón;Todas las edades;Ambos sexos;2009;22.133,77
Aragón;Todas las edades;Ambos sexos;2008;21.594,47
Aragón;Todas las edades;Mujeres;2021;22.283,81
Aragón;Todas las edades;Mujeres;2020;21.365,11
Aragón;Todas las edades;Mujeres;2019;20.360,25
Aragón;Todas las edades;Mujeres;2018;20.074,25
Aragón;Todas las edades;Mujeres;2017;19.677,22
Aragón;Todas las edades;Mujeres;2016;18.766,21
Aragón;Todas las edades;Mujeres;2015;18.950,17
Aragón;Todas las edades;Mujeres;2014;18.764,63
Aragón;Todas las edades;Mujeres;2013;18.701,61
Aragón;Todas las edades;Mujeres;2012;18.042,28
Aragón;Todas las edades;Mujeres;2011;18.831,38
Aragón;Todas las edades;Mujeres;2010;18.843,25
Aragón;Todas las edades;Mujeres;2009;18.861,82
Aragón;Todas las edades;Mujeres;2008;17.843,46
Aragón;Todas las edades;Hombres;2021;27.389,18
Aragón;Todas las edades;Hombres;2020;26.505,7
Aragón;Todas las edades;Hombres;2019;26.404,73
Aragón;Todas las edades;Hombres;2018;26.640,59
Aragón;Todas las edades;Hombres;2017;25.878,46
Aragón;Todas las edades;Hombres;2016;25.326,91
Aragón;Todas las edades;Hombres;2015;25.555,56
Aragón;Todas las edades;Hombres;2014;25.118,61
Aragón;Todas las edades;Hombres;2013;25.128,91
Aragón;Todas las edades;Hombres;2012;25.766,27
Aragón;Todas las edades;Hombres;2011;25.258,68
Aragón;Todas las edades;Hombres;2010;25.263,29
Aragón;Todas las edades;Hombres;2009;24.787,81
Aragón;Todas las edades;Hombres;2008;24.272,36
Aragón;Menos de 25 años;Ambos sexos;2021;-13.898,33
Aragón;Menos de 25 años;Ambos sexos;2020;-12.417,2
Aragón;Menos de 25 años;Ambos sexos;2019;-11.076,05
Aragón;Menos de 25 años;Ambos sexos;2018;-12.596,76
Aragón;Menos de 25 años;Ambos sexos;2017;-11.904,29
Aragón;Menos de 25 años;Ambos sexos;2016;-10.344,09
Aragón;Menos de 25 años;Ambos sexos;2015;-11.816,64
Aragón;Menos de 25 años;Ambos sexos;2014;-11.416,78
Aragón;Menos de 25 años;Ambos sexos;2013;-10.719,27
Aragón;Menos de 25 años;Ambos sexos;2012;-11.156,57
Aragón;Menos de 25 años;Ambos sexos;2011;-11.879,36
Aragón;Menos de 25 años;Ambos sexos;2010;-13.583,9
Aragón;Menos de 25 años;Ambos sexos;2009;-13.143,91
Aragón;Menos de 25 años;Ambos sexos;2008;13.923,12
Aragón;Menos de 25 años;Mujeres;2021;..
Aragón;Menos de 25 años;Mujeres;2020;..
Aragón;Menos de 25 años;Mujeres;2019;..
Aragón;Menos de 25 años;Mujeres;2018;-9.739,92
Aragón;Menos de 25 años;Mujeres;2017;..
Aragón;Menos de 25 años;Mujeres;2016;..
Aragón;Menos de 25 años;Mujeres;2015;..
Aragón;Menos de 25 años;Mujeres;2014;-10.466,74
Aragón;Menos de 25 años;Mujeres;2013;..
Aragón;Menos de 25 años;Mujeres;2012;..
Aragón;Menos de 25 años;Mujeres;2011;-9.869,74
Aragón;Menos de 25 años;Mujeres;2010;-12.044,62
Aragón;Menos de 25 años;Mujeres;2009;-11.550,18
Aragón;Menos de 25 años;Mujeres;2008;-12.185,62
Aragón;Menos de 25 años;Hombres;2021;-14.022,7
Aragón;Menos de 25 años;Hombres;2020;-13.465,89
Aragón;Menos de 25 años;Hombres;2019;-12.037,13
Aragón;Menos de 25 años;Hombres;2018;-15.141,79
Aragón;Menos de 25 años;Hombres;2017;-13.370,82
Aragón;Menos de 25 años;Hombres;2016;..
Aragón;Menos de 25 años;Hombres;2015;-13.473,73
Aragón;Menos de 25 años;Hombres;2014;-12.437,44
Aragón;Menos de 25 años;Hombres;2013;-12.047,2
Aragón;Menos de 25 años;Hombres;2012;-13.683,92
Aragón;Menos de 25 años;Hombres;2011;-13.122,93
Aragón;Menos de 25 años;Hombres;2010;-15.317,69
Aragón;Menos de 25 años;Hombres;2009;-14.361,32
Aragón;Menos de 25 años;Hombres;2008;-15.321,05
Aragón;De 25 a 34 años;Ambos sexos;2021;19.605,12
Aragón;De 25 a 34 años;Ambos sexos;2020;18.919,42
Aragón;De 25 a 34 años;Ambos sexos;2019;19.006,76
Aragón;De 25 a 34 años;Ambos sexos;2018;19.306,31
Aragón;De 25 a 34 años;Ambos sexos;2017;18.262,59
Aragón;De 25 a 34 años;Ambos sexos;2016;17.278,07
Aragón;De 25 a 34 años;Ambos sexos;2015;17.607,52
Aragón;De 25 a 34 años;Ambos sexos;2014;18.869,59
Aragón;De 25 a 34 años;Ambos sexos;2013;17.444,21
Aragón;De 25 a 34 años;Ambos sexos;2012;17.924,69
Aragón;De 25 a 34 años;Ambos sexos;2011;19.458,75
Aragón;De 25 a 34 años;Ambos sexos;2010;19.439,64
Aragón;De 25 a 34 años;Ambos sexos;2009;19.776,2
Aragón;De 25 a 34 años;Ambos sexos;2008;19.579,68
Aragón;De 25 a 34 años;Mujeres;2021;17.740,47
Aragón;De 25 a 34 años;Mujeres;2020;16.950,55
Aragón;De 25 a 34 años;Mujeres;2019;17.204,38
Aragón;De 25 a 34 años;Mujeres;2018;17.556,22
Aragón;De 25 a 34 años;Mujeres;2017;16.963,09
Aragón;De 25 a 34 años;Mujeres;2016;15.304,09
Aragón;De 25 a 34 años;Mujeres;2015;15.630,45
Aragón;De 25 a 34 años;Mujeres;2014;17.036,73
Aragón;De 25 a 34 años;Mujeres;2013;15.197,88
Aragón;De 25 a 34 años;Mujeres;2012;15.457,95
Aragón;De 25 a 34 años;Mujeres;2011;17.414,34
Aragón;De 25 a 34 años;Mujeres;2010;18.001,02
Aragón;De 25 a 34 años;Mujeres;2009;17.664,63
Aragón;De 25 a 34 años;Mujeres;2008;17.004,7
Aragón;De 25 a 34 años;Hombres;2021;21.296,45
Aragón;De 25 a 34 años;Hombres;2020;20.661,45
Aragón;De 25 a 34 años;Hombres;2019;20.855,99
Aragón;De 25 a 34 años;Hombres;2018;20.901,96
Aragón;De 25 a 34 años;Hombres;2017;19.311
Aragón;De 25 a 34 años;Hombres;2016;19.000,13
Aragón;De 25 a 34 años;Hombres;2015;19.780,47
Aragón;De 25 a 34 años;Hombres;2014;20.795,31
Aragón;De 25 a 34 años;Hombres;2013;19.601,46
Aragón;De 25 a 34 años;Hombres;2012;20.655,24
Aragón;De 25 a 34 años;Hombres;2011;21.398,67
Aragón;De 25 a 34 años;Hombres;2010;20.775,24
Aragón;De 25 a 34 años;Hombres;2009;21.873,02
Aragón;De 25 a 34 años;Hombres;2008;21.948,1
Aragón;De 35 a 44 años;Ambos sexos;2021;25.193,77
Aragón;De 35 a 44 años;Ambos sexos;2020;24.621,99
Aragón;De 35 a 44 años;Ambos sexos;2019;24.333,35
Aragón;De 35 a 44 años;Ambos sexos;2018;23.440,62
Aragón;De 35 a 44 años;Ambos sexos;2017;23.421,15
Aragón;De 35 a 44 años;Ambos sexos;2016;22.639,27
Aragón;De 35 a 44 años;Ambos sexos;2015;22.203,58
Aragón;De 35 a 44 años;Ambos sexos;2014;22.533,8
Aragón;De 35 a 44 años;Ambos sexos;2013;22.461,45
Aragón;De 35 a 44 años;Ambos sexos;2012;22.902,95
Aragón;De 35 a 44 años;Ambos sexos;2011;22.803,86
Aragón;De 35 a 44 años;Ambos sexos;2010;22.415,45
Aragón;De 35 a 44 años;Ambos sexos;2009;22.536,63
Aragón;De 35 a 44 años;Ambos sexos;2008;22.044,01
Aragón;De 35 a 44 años;Mujeres;2021;22.224,84
Aragón;De 35 a 44 años;Mujeres;2020;21.949,04
Aragón;De 35 a 44 años;Mujeres;2019;21.600,36
Aragón;De 35 a 44 años;Mujeres;2018;19.859,88
Aragón;De 35 a 44 años;Mujeres;2017;20.229,49
Aragón;De 35 a 44 años;Mujeres;2016;19.137,6
Aragón;De 35 a 44 años;Mujeres;2015;19.044,15
Aragón;De 35 a 44 años;Mujeres;2014;19.331,33
Aragón;De 35 a 44 años;Mujeres;2013;18.840,13
Aragón;De 35 a 44 años;Mujeres;2012;19.075,27
Aragón;De 35 a 44 años;Mujeres;2011;19.453,08
Aragón;De 35 a 44 años;Mujeres;2010;18.762,13
Aragón;De 35 a 44 años;Mujeres;2009;19.353,93
Aragón;De 35 a 44 años;Mujeres;2008;18.556,23
Aragón;De 35 a 44 años;Hombres;2021;27.767,97
Aragón;De 35 a 44 años;Hombres;2020;27.061,99
Aragón;De 35 a 44 años;Hombres;2019;26.766,85
Aragón;De 35 a 44 años;Hombres;2018;26.567,78
Aragón;De 35 a 44 años;Hombres;2017;26.185,16
Aragón;De 35 a 44 años;Hombres;2016;25.949,13
Aragón;De 35 a 44 años;Hombres;2015;25.374,85
Aragón;De 35 a 44 años;Hombres;2014;25.330,88
Aragón;De 35 a 44 años;Hombres;2013;25.978,13
Aragón;De 35 a 44 años;Hombres;2012;26.367,2
Aragón;De 35 a 44 años;Hombres;2011;25.840,25
Aragón;De 35 a 44 años;Hombres;2010;25.694,69
Aragón;De 35 a 44 años;Hombres;2009;25.047,73
Aragón;De 35 a 44 años;Hombres;2008;24.361,48
Aragón;De 45 a 54 años;Ambos sexos;2021;26.732,61
Aragón;De 45 a 54 años;Ambos sexos;2020;26.123,06
Aragón;De 45 a 54 años;Ambos sexos;2019;25.677,53
Aragón;De 45 a 54 años;Ambos sexos;2018;25.022,93
Aragón;De 45 a 54 años;Ambos sexos;2017;25.198,19
Aragón;De 45 a 54 años;Ambos sexos;2016;24.474,72
Aragón;De 45 a 54 años;Ambos sexos;2015;24.288,67
Aragón;De 45 a 54 años;Ambos sexos;2014;24.308,7
Aragón;De 45 a 54 años;Ambos sexos;2013;24.693,66
Aragón;De 45 a 54 años;Ambos sexos;2012;24.250,05
Aragón;De 45 a 54 años;Ambos sexos;2011;25.622,57
Aragón;De 45 a 54 años;Ambos sexos;2010;25.827,47
Aragón;De 45 a 54 años;Ambos sexos;2009;24.674,26
Aragón;De 45 a 54 años;Ambos sexos;2008;24.439,74
Aragón;De 45 a 54 años;Mujeres;2021;23.591,4
Aragón;De 45 a 54 años;Mujeres;2020;23.109,93
Aragón;De 45 a 54 años;Mujeres;2019;21.461,01
Aragón;De 45 a 54 años;Mujeres;2018;21.400,17
Aragón;De 45 a 54 años;Mujeres;2017;20.816,87
Aragón;De 45 a 54 años;Mujeres;2016;20.420,11
Aragón;De 45 a 54 años;Mujeres;2015;20.219,09
Aragón;De 45 a 54 años;Mujeres;2014;19.780,84
Aragón;De 45 a 54 años;Mujeres;2013;21.121,57
Aragón;De 45 a 54 años;Mujeres;2012;19.593,3
Aragón;De 45 a 54 años;Mujeres;2011;20.601,92
Aragón;De 45 a 54 años;Mujeres;2010;20.588,79
Aragón;De 45 a 54 años;Mujeres;2009;19.949,47
Aragón;De 45 a 54 años;Mujeres;2008;18.921,58
Aragón;De 45 a 54 años;Hombres;2021;29.525,22
Aragón;De 45 a 54 años;Hombres;2020;28.667,75
Aragón;De 45 a 54 años;Hombres;2019;29.548,53
Aragón;De 45 a 54 años;Hombres;2018;28.268,27
Aragón;De 45 a 54 años;Hombres;2017;28.846,88
Aragón;De 45 a 54 años;Hombres;2016;27.781,74
Aragón;De 45 a 54 años;Hombres;2015;27.876,15
Aragón;De 45 a 54 años;Hombres;2014;28.795,57
Aragón;De 45 a 54 años;Hombres;2013;28.024,36
Aragón;De 45 a 54 años;Hombres;2012;28.309,71
Aragón;De 45 a 54 años;Hombres;2011;29.665,6
Aragón;De 45 a 54 años;Hombres;2010;29.952,58
Aragón;De 45 a 54 años;Hombres;2009;28.614,3
Aragón;De 45 a 54 años;Hombres;2008;28.152,05
Aragón;55 y más años;Ambos sexos;2021;26.903,66
Aragón;55 y más años;Ambos sexos;2020;26.000,11
Aragón;55 y más años;Ambos sexos;2019;25.908,96
Aragón;55 y más años;Ambos sexos;2018;26.713,63
Aragón;55 y más años;Ambos sexos;2017;25.057,99
Aragón;55 y más años;Ambos sexos;2016;24.695,82
Aragón;55 y más años;Ambos sexos;2015;25.463,9
Aragón;55 y más años;Ambos sexos;2014;24.450,43
Aragón;55 y más años;Ambos sexos;2013;24.037,89
Aragón;55 y más años;Ambos sexos;2012;24.454,08
Aragón;55 y más años;Ambos sexos;2011;23.571,02
Aragón;55 y más años;Ambos sexos;2010;25.090,06
Aragón;55 y más años;Ambos sexos;2009;23.603,65
Aragón;55 y más años;Ambos sexos;2008;23.432,08
Aragón;55 y más años;Mujeres;2021;23.883,3
Aragón;55 y más años;Mujeres;2020;22.595,87
Aragón;55 y más años;Mujeres;2019;21.556,21
Aragón;55 y más años;Mujeres;2018;22.139,65
Aragón;55 y más años;Mujeres;2017;21.054,67
Aragón;55 y más años;Mujeres;2016;20.424,85
Aragón;55 y más años;Mujeres;2015;21.558,86
Aragón;55 y más años;Mujeres;2014;-20.751,73
Aragón;55 y más años;Mujeres;2013;20.015,94
Aragón;55 y más años;Mujeres;2012;19.269,87
Aragón;55 y más años;Mujeres;2011;-19.300,56
Aragón;55 y más años;Mujeres;2010;-21.376,93
Aragón;55 y más años;Mujeres;2009;-20.668,03
Aragón;55 y más años;Mujeres;2008;-19.840,21
Aragón;55 y más años;Hombres;2021;29.624,74
Aragón;55 y más años;Hombres;2020;29.017,9
Aragón;55 y más años;Hombres;2019;29.545,05
Aragón;55 y más años;Hombres;2018;30.986,33
Aragón;55 y más años;Hombres;2017;28.345,03
Aragón;55 y más años;Hombres;2016;28.528,62
Aragón;55 y más años;Hombres;2015;28.933,73
Aragón;55 y más años;Hombres;2014;26.884,34
Aragón;55 y más años;Hombres;2013;27.201,16
Aragón;55 y más años;Hombres;2012;27.974,46
Aragón;55 y más años;Hombres;2011;26.361,37
Aragón;55 y más años;Hombres;2010;27.397,46
Aragón;55 y más años;Hombres;2009;25.299,55
Aragón;55 y más años;Hombres;2008;25.238,54
Asturias, Principado de;Todas las edades;Ambos sexos;2021;25.046,6
Asturias, Principado de;Todas las edades;Ambos sexos;2020;24.527,96
Asturias, Principado de;Todas las edades;Ambos sexos;2019;24.865,89
Asturias, Principado de;Todas las edades;Ambos sexos;2018;23.914,61
Asturias, Principado de;Todas las edades;Ambos sexos;2017;23.609,67
Asturias, Principado de;Todas las edades;Ambos sexos;2016;23.095,83
Asturias, Principado de;Todas las edades;Ambos sexos;2015;22.826,06
Asturias, Principado de;Todas las edades;Ambos sexos;2014;22.045,29
Asturias, Principado de;Todas las edades;Ambos sexos;2013;21.994,99
Asturias, Principado de;Todas las edades;Ambos sexos;2012;21.750,66
Asturias, Principado de;Todas las edades;Ambos sexos;2011;22.286,48
Asturias, Principado de;Todas las edades;Ambos sexos;2010;22.241,39
Asturias, Principado de;Todas las edades;Ambos sexos;2009;22.597,97
Asturias, Principado de;Todas las edades;Ambos sexos;2008;21.805,67
Asturias, Principado de;Todas las edades;Mujeres;2021;21.808,96
Asturias, Principado de;Todas las edades;Mujeres;2020;21.308,01
Asturias, Principado de;Todas las edades;Mujeres;2019;21.298,58
Asturias, Principado de;Todas las edades;Mujeres;2018;19.744,94
Asturias, Principado de;Todas las edades;Mujeres;2017;19.426,48
Asturias, Principado de;Todas las edades;Mujeres;2016;19.077,92
Asturias, Principado de;Todas las edades;Mujeres;2015;18.925,34
Asturias, Principado de;Todas las edades;Mujeres;2014;18.400,68
Asturias, Principado de;Todas las edades;Mujeres;2013;18.455,34
Asturias, Principado de;Todas las edades;Mujeres;2012;18.026,01
Asturias, Principado de;Todas las edades;Mujeres;2011;18.721,59
Asturias, Principado de;Todas las edades;Mujeres;2010;18.786,13
Asturias, Principado de;Todas las edades;Mujeres;2009;19.289,76
Asturias, Principado de;Todas las edades;Mujeres;2008;18.452,09
Asturias, Principado de;Todas las edades;Hombres;2021;28.399,51
Asturias, Principado de;Todas las edades;Hombres;2020;27.948,09
Asturias, Principado de;Todas las edades;Hombres;2019;28.481,75
Asturias, Principado de;Todas las edades;Hombres;2018;27.912,91
Asturias, Principado de;Todas las edades;Hombres;2017;27.849
Asturias, Principado de;Todas las edades;Hombres;2016;27.010,87
Asturias, Principado de;Todas las edades;Hombres;2015;26.514,68
Asturias, Principado de;Todas las edades;Hombres;2014;25.322,01
Asturias, Principado de;Todas las edades;Hombres;2013;25.500,04
Asturias, Principado de;Todas las edades;Hombres;2012;25.048,82
Asturias, Principado de;Todas las edades;Hombres;2011;25.346,39
Asturias, Principado de;Todas las edades;Hombres;2010;25.170,79
Asturias, Principado de;Todas las edades;Hombres;2009;25.175,71
Asturias, Principado de;Todas las edades;Hombres;2008;24.306,27
Asturias, Principado de;Menos de 25 años;Ambos sexos;2021;-13.307,32
Asturias, Principado de;Menos de 25 años;Ambos sexos;2020;-11.761,43
Asturias, Principado de;Menos de 25 años;Ambos sexos;2019;-10.414,81
Asturias, Principado de;Menos de 25 años;Ambos sexos;2018;-10.918,17
Asturias, Principado de;Menos de 25 años;Ambos sexos;2017;..
Asturias, Principado de;Menos de 25 años;Ambos sexos;2016;..
Asturias, Principado de;Menos de 25 años;Ambos sexos;2015;-11.797,1
Asturias, Principado de;Menos de 25 años;Ambos sexos;2014;-11.135,28
Asturias, Principado de;Menos de 25 años;Ambos sexos;2013;-11.579,83
Asturias, Principado de;Menos de 25 años;Ambos sexos;2012;-10.844,33
Asturias, Principado de;Menos de 25 años;Ambos sexos;2011;-11.822,98
Asturias, Principado de;Menos de 25 años;Ambos sexos;2010;-13.586,37
Asturias, Principado de;Menos de 25 años;Ambos sexos;2009;-13.430,66
Asturias, Principado de;Menos de 25 años;Ambos sexos;2008;-13.056,19
Asturias, Principado de;Menos de 25 años;Mujeres;2021;..
Asturias, Principado de;Menos de 25 años;Mujeres;2020;..
Asturias, Principado de;Menos de 25 años;Mujeres;2019;..
Asturias, Principado de;Menos de 25 años;Mujeres;2018;..
Asturias, Principado de;Menos de 25 años;Mujeres;2017;..
Asturias, Principado de;Menos de 25 años;Mujeres;2016;..
Asturias, Principado de;Menos de 25 años;Mujeres;2015;..
Asturias, Principado de;Menos de 25 años;Mujeres;2014;..
Asturias, Principado de;Menos de 25 años;Mujeres;2013;..
Asturias, Principado de;Menos de 25 años;Mujeres;2012;..
Asturias, Principado de;Menos de 25 años;Mujeres;2011;..
Asturias, Principado de;Menos de 25 años;Mujeres;2010;-11.159,54
Asturias, Principado de;Menos de 25 años;Mujeres;2009;..
Asturias, Principado de;Menos de 25 años;Mujeres;2008;-10.367,7
Asturias, Principado de;Menos de 25 años;Hombres;2021;..
Asturias, Principado de;Menos de 25 años;Hombres;2020;..
Asturias, Principado de;Menos de 25 años;Hombres;2019;..
Asturias, Principado de;Menos de 25 años;Hombres;2018;..
Asturias, Principado de;Menos de 25 años;Hombres;2017;..
Asturias, Principado de;Menos de 25 años;Hombres;2016;..
Asturias, Principado de;Menos de 25 años;Hombres;2015;..
Asturias, Principado de;Menos de 25 años;Hombres;2014;..
Asturias, Principado de;Menos de 25 años;Hombres;2013;..
Asturias, Principado de;Menos de 25 años;Hombres;2012;..
Asturias, Principado de;Menos de 25 años;Hombres;2011;-13.785,27
Asturias, Principado de;Menos de 25 años;Hombres;2010;-15.889,24
