Comunidades y ciudades autónomas;Sexo;Número de penas;Periodo;Total
02 Aragón;Hombres;Total;2015;4.602
02 Aragón;Hombres;Total;2014;4.387
02 Aragón;Hombres;Total;2013;4.361
02 Aragón;Hombres;Condenados con una pena;2022;1.824
02 Aragón;Hombres;Condenados con una pena;2021;1.581
02 Aragón;Hombres;Condenados con una pena;2020;1.347
02 Aragón;Hombres;Condenados con una pena;2019;1.713
02 Aragón;Hombres;Condenados con una pena;2018;1.645
02 Aragón;Hombres;Condenados con una pena;2017;1.568
02 Aragón;Hombres;Condenados con una pena;2016;1.714
02 Aragón;Hombres;Condenados con una pena;2015;1.104
02 Aragón;Hombres;Condenados con una pena;2014;892
02 Aragón;Hombres;Condenados con una pena;2013;809
02 Aragón;Hombres;Condenados con dos penas;2022;1.830
02 Aragón;Hombres;Condenados con dos penas;2021;1.741
02 Aragón;Hombres;Condenados con dos penas;2020;1.384
02 Aragón;Hombres;Condenados con dos penas;2019;1.625
02 Aragón;Hombres;Condenados con dos penas;2018;1.640
02 Aragón;Hombres;Condenados con dos penas;2017;1.729
02 Aragón;Hombres;Condenados con dos penas;2016;1.813
02 Aragón;Hombres;Condenados con dos penas;2015;1.798
02 Aragón;Hombres;Condenados con dos penas;2014;1.796
02 Aragón;Hombres;Condenados con dos penas;2013;1.915
02 Aragón;Hombres;Condenados con tres penas;2022;852
02 Aragón;Hombres;Condenados con tres penas;2021;761
02 Aragón;Hombres;Condenados con tres penas;2020;628
02 Aragón;Hombres;Condenados con tres penas;2019;722
02 Aragón;Hombres;Condenados con tres penas;2018;654
02 Aragón;Hombres;Condenados con tres penas;2017;653
02 Aragón;Hombres;Condenados con tres penas;2016;665
02 Aragón;Hombres;Condenados con tres penas;2015;689
02 Aragón;Hombres;Condenados con tres penas;2014;627
02 Aragón;Hombres;Condenados con tres penas;2013;622
02 Aragón;Hombres;Condenados con cuatro penas;2022;718
02 Aragón;Hombres;Condenados con cuatro penas;2021;642
02 Aragón;Hombres;Condenados con cuatro penas;2020;512
02 Aragón;Hombres;Condenados con cuatro penas;2019;561
02 Aragón;Hombres;Condenados con cuatro penas;2018;517
02 Aragón;Hombres;Condenados con cuatro penas;2017;526
02 Aragón;Hombres;Condenados con cuatro penas;2016;530
02 Aragón;Hombres;Condenados con cuatro penas;2015;517
02 Aragón;Hombres;Condenados con cuatro penas;2014;526
02 Aragón;Hombres;Condenados con cuatro penas;2013;494
02 Aragón;Hombres;Condenados con cinco penas;2022;220
02 Aragón;Hombres;Condenados con cinco penas;2021;271
02 Aragón;Hombres;Condenados con cinco penas;2020;176
02 Aragón;Hombres;Condenados con cinco penas;2019;238
02 Aragón;Hombres;Condenados con cinco penas;2018;211
02 Aragón;Hombres;Condenados con cinco penas;2017;236
02 Aragón;Hombres;Condenados con cinco penas;2016;188
02 Aragón;Hombres;Condenados con cinco penas;2015;194
02 Aragón;Hombres;Condenados con cinco penas;2014;202
02 Aragón;Hombres;Condenados con cinco penas;2013;195
02 Aragón;Hombres;Condenados con seis o más penas;2022;660
02 Aragón;Hombres;Condenados con seis o más penas;2021;585
02 Aragón;Hombres;Condenados con seis o más penas;2020;436
02 Aragón;Hombres;Condenados con seis o más penas;2019;532
02 Aragón;Hombres;Condenados con seis o más penas;2018;513
02 Aragón;Hombres;Condenados con seis o más penas;2017;503
02 Aragón;Hombres;Condenados con seis o más penas;2016;470
02 Aragón;Hombres;Condenados con seis o más penas;2015;300
02 Aragón;Hombres;Condenados con seis o más penas;2014;344
02 Aragón;Hombres;Condenados con seis o más penas;2013;326
02 Aragón;Mujeres;Total;2022;1.445
02 Aragón;Mujeres;Total;2021;1.317
02 Aragón;Mujeres;Total;2020;1.038
02 Aragón;Mujeres;Total;2019;1.351
02 Aragón;Mujeres;Total;2018;1.291
02 Aragón;Mujeres;Total;2017;1.368
02 Aragón;Mujeres;Total;2016;1.316
02 Aragón;Mujeres;Total;2015;899
02 Aragón;Mujeres;Total;2014;692
02 Aragón;Mujeres;Total;2013;570
02 Aragón;Mujeres;Condenados con una pena;2022;674
02 Aragón;Mujeres;Condenados con una pena;2021;616
02 Aragón;Mujeres;Condenados con una pena;2020;488
02 Aragón;Mujeres;Condenados con una pena;2019;699
02 Aragón;Mujeres;Condenados con una pena;2018;686
02 Aragón;Mujeres;Condenados con una pena;2017;722
02 Aragón;Mujeres;Condenados con una pena;2016;731
02 Aragón;Mujeres;Condenados con una pena;2015;342
02 Aragón;Mujeres;Condenados con una pena;2014;173
02 Aragón;Mujeres;Condenados con una pena;2013;147
02 Aragón;Mujeres;Condenados con dos penas;2022;403
02 Aragón;Mujeres;Condenados con dos penas;2021;345
02 Aragón;Mujeres;Condenados con dos penas;2020;291
02 Aragón;Mujeres;Condenados con dos penas;2019;303
02 Aragón;Mujeres;Condenados con dos penas;2018;307
02 Aragón;Mujeres;Condenados con dos penas;2017;311
02 Aragón;Mujeres;Condenados con dos penas;2016;317
02 Aragón;Mujeres;Condenados con dos penas;2015;317
02 Aragón;Mujeres;Condenados con dos penas;2014;304
02 Aragón;Mujeres;Condenados con dos penas;2013;252
02 Aragón;Mujeres;Condenados con tres penas;2022;156
02 Aragón;Mujeres;Condenados con tres penas;2021;155
02 Aragón;Mujeres;Condenados con tres penas;2020;133
02 Aragón;Mujeres;Condenados con tres penas;2019;133
02 Aragón;Mujeres;Condenados con tres penas;2018;152
02 Aragón;Mujeres;Condenados con tres penas;2017;156
02 Aragón;Mujeres;Condenados con tres penas;2016;154
02 Aragón;Mujeres;Condenados con tres penas;2015;133
02 Aragón;Mujeres;Condenados con tres penas;2014;108
02 Aragón;Mujeres;Condenados con tres penas;2013;86
02 Aragón;Mujeres;Condenados con cuatro penas;2022;103
02 Aragón;Mujeres;Condenados con cuatro penas;2021;80
02 Aragón;Mujeres;Condenados con cuatro penas;2020;64
02 Aragón;Mujeres;Condenados con cuatro penas;2019;89
02 Aragón;Mujeres;Condenados con cuatro penas;2018;61
02 Aragón;Mujeres;Condenados con cuatro penas;2017;85
02 Aragón;Mujeres;Condenados con cuatro penas;2016;62
02 Aragón;Mujeres;Condenados con cuatro penas;2015;57
02 Aragón;Mujeres;Condenados con cuatro penas;2014;56
02 Aragón;Mujeres;Condenados con cuatro penas;2013;48
02 Aragón;Mujeres;Condenados con cinco penas;2022;42
02 Aragón;Mujeres;Condenados con cinco penas;2021;46
02 Aragón;Mujeres;Condenados con cinco penas;2020;25
02 Aragón;Mujeres;Condenados con cinco penas;2019;40
02 Aragón;Mujeres;Condenados con cinco penas;2018;34
02 Aragón;Mujeres;Condenados con cinco penas;2017;46
02 Aragón;Mujeres;Condenados con cinco penas;2016;21
02 Aragón;Mujeres;Condenados con cinco penas;2015;18
02 Aragón;Mujeres;Condenados con cinco penas;2014;26
02 Aragón;Mujeres;Condenados con cinco penas;2013;14
02 Aragón;Mujeres;Condenados con seis o más penas;2022;67
02 Aragón;Mujeres;Condenados con seis o más penas;2021;75
02 Aragón;Mujeres;Condenados con seis o más penas;2020;37
02 Aragón;Mujeres;Condenados con seis o más penas;2019;87
02 Aragón;Mujeres;Condenados con seis o más penas;2018;51
02 Aragón;Mujeres;Condenados con seis o más penas;2017;48
02 Aragón;Mujeres;Condenados con seis o más penas;2016;31
02 Aragón;Mujeres;Condenados con seis o más penas;2015;32
02 Aragón;Mujeres;Condenados con seis o más penas;2014;25
02 Aragón;Mujeres;Condenados con seis o más penas;2013;23
03 Asturias, Principado de;Total;Total;2022;6.402
03 Asturias, Principado de;Total;Total;2021;5.861
03 Asturias, Principado de;Total;Total;2020;4.765
03 Asturias, Principado de;Total;Total;2019;6.202
03 Asturias, Principado de;Total;Total;2018;6.309
03 Asturias, Principado de;Total;Total;2017;6.436
03 Asturias, Principado de;Total;Total;2016;6.311
03 Asturias, Principado de;Total;Total;2015;4.683
03 Asturias, Principado de;Total;Total;2014;4.713
03 Asturias, Principado de;Total;Total;2013;4.702
03 Asturias, Principado de;Total;Condenados con una pena;2022;2.240
03 Asturias, Principado de;Total;Condenados con una pena;2021;2.032
03 Asturias, Principado de;Total;Condenados con una pena;2020;1.761
03 Asturias, Principado de;Total;Condenados con una pena;2019;2.254
03 Asturias, Principado de;Total;Condenados con una pena;2018;2.270
03 Asturias, Principado de;Total;Condenados con una pena;2017;2.198
03 Asturias, Principado de;Total;Condenados con una pena;2016;1.977
03 Asturias, Principado de;Total;Condenados con una pena;2015;987
03 Asturias, Principado de;Total;Condenados con una pena;2014;903
03 Asturias, Principado de;Total;Condenados con una pena;2013;872
03 Asturias, Principado de;Total;Condenados con dos penas;2022;2.031
03 Asturias, Principado de;Total;Condenados con dos penas;2021;1.847
03 Asturias, Principado de;Total;Condenados con dos penas;2020;1.487
03 Asturias, Principado de;Total;Condenados con dos penas;2019;2.008
03 Asturias, Principado de;Total;Condenados con dos penas;2018;2.036
03 Asturias, Principado de;Total;Condenados con dos penas;2017;2.144
03 Asturias, Principado de;Total;Condenados con dos penas;2016;2.277
03 Asturias, Principado de;Total;Condenados con dos penas;2015;2.046
03 Asturias, Principado de;Total;Condenados con dos penas;2014;2.056
03 Asturias, Principado de;Total;Condenados con dos penas;2013;2.196
03 Asturias, Principado de;Total;Condenados con tres penas;2022;648
03 Asturias, Principado de;Total;Condenados con tres penas;2021;594
03 Asturias, Principado de;Total;Condenados con tres penas;2020;495
03 Asturias, Principado de;Total;Condenados con tres penas;2019;622
03 Asturias, Principado de;Total;Condenados con tres penas;2018;633
03 Asturias, Principado de;Total;Condenados con tres penas;2017;680
03 Asturias, Principado de;Total;Condenados con tres penas;2016;686
03 Asturias, Principado de;Total;Condenados con tres penas;2015;555
03 Asturias, Principado de;Total;Condenados con tres penas;2014;581
03 Asturias, Principado de;Total;Condenados con tres penas;2013;564
03 Asturias, Principado de;Total;Condenados con cuatro penas;2022;570
03 Asturias, Principado de;Total;Condenados con cuatro penas;2021;542
03 Asturias, Principado de;Total;Condenados con cuatro penas;2020;444
03 Asturias, Principado de;Total;Condenados con cuatro penas;2019;504
03 Asturias, Principado de;Total;Condenados con cuatro penas;2018;509
03 Asturias, Principado de;Total;Condenados con cuatro penas;2017;586
03 Asturias, Principado de;Total;Condenados con cuatro penas;2016;567
03 Asturias, Principado de;Total;Condenados con cuatro penas;2015;464
03 Asturias, Principado de;Total;Condenados con cuatro penas;2014;496
03 Asturias, Principado de;Total;Condenados con cuatro penas;2013;457
03 Asturias, Principado de;Total;Condenados con cinco penas;2022;276
03 Asturias, Principado de;Total;Condenados con cinco penas;2021;271
03 Asturias, Principado de;Total;Condenados con cinco penas;2020;208
03 Asturias, Principado de;Total;Condenados con cinco penas;2019;248
03 Asturias, Principado de;Total;Condenados con cinco penas;2018;303
03 Asturias, Principado de;Total;Condenados con cinco penas;2017;259
03 Asturias, Principado de;Total;Condenados con cinco penas;2016;287
03 Asturias, Principado de;Total;Condenados con cinco penas;2015;265
03 Asturias, Principado de;Total;Condenados con cinco penas;2014;266
03 Asturias, Principado de;Total;Condenados con cinco penas;2013;247
03 Asturias, Principado de;Total;Condenados con seis o más penas;2022;637
03 Asturias, Principado de;Total;Condenados con seis o más penas;2021;575
03 Asturias, Principado de;Total;Condenados con seis o más penas;2020;370
03 Asturias, Principado de;Total;Condenados con seis o más penas;2019;566
03 Asturias, Principado de;Total;Condenados con seis o más penas;2018;558
03 Asturias, Principado de;Total;Condenados con seis o más penas;2017;569
03 Asturias, Principado de;Total;Condenados con seis o más penas;2016;517
03 Asturias, Principado de;Total;Condenados con seis o más penas;2015;366
03 Asturias, Principado de;Total;Condenados con seis o más penas;2014;411
03 Asturias, Principado de;Total;Condenados con seis o más penas;2013;366
03 Asturias, Principado de;Hombres;Total;2022;5.024
03 Asturias, Principado de;Hombres;Total;2021;4.659
03 Asturias, Principado de;Hombres;Total;2020;3.727
03 Asturias, Principado de;Hombres;Total;2019;4.815
03 Asturias, Principado de;Hombres;Total;2018;4.930
03 Asturias, Principado de;Hombres;Total;2017;5.085
03 Asturias, Principado de;Hombres;Total;2016;5.093
03 Asturias, Principado de;Hombres;Total;2015;3.982
03 Asturias, Principado de;Hombres;Total;2014;4.094
03 Asturias, Principado de;Hombres;Total;2013;4.146
03 Asturias, Principado de;Hombres;Condenados con una pena;2022;1.527
03 Asturias, Principado de;Hombres;Condenados con una pena;2021;1.472
03 Asturias, Principado de;Hombres;Condenados con una pena;2020;1.235
03 Asturias, Principado de;Hombres;Condenados con una pena;2019;1.543
03 Asturias, Principado de;Hombres;Condenados con una pena;2018;1.534
03 Asturias, Principado de;Hombres;Condenados con una pena;2017;1.509
03 Asturias, Principado de;Hombres;Condenados con una pena;2016;1.422
03 Asturias, Principado de;Hombres;Condenados con una pena;2015;801
03 Asturias, Principado de;Hombres;Condenados con una pena;2014;783
03 Asturias, Principado de;Hombres;Condenados con una pena;2013;744
03 Asturias, Principado de;Hombres;Condenados con dos penas;2022;1.661
03 Asturias, Principado de;Hombres;Condenados con dos penas;2021;1.515
03 Asturias, Principado de;Hombres;Condenados con dos penas;2020;1.187
03 Asturias, Principado de;Hombres;Condenados con dos penas;2019;1.622
03 Asturias, Principado de;Hombres;Condenados con dos penas;2018;1.675
03 Asturias, Principado de;Hombres;Condenados con dos penas;2017;1.787
03 Asturias, Principado de;Hombres;Condenados con dos penas;2016;1.886
03 Asturias, Principado de;Hombres;Condenados con dos penas;2015;1.720
03 Asturias, Principado de;Hombres;Condenados con dos penas;2014;1.750
03 Asturias, Principado de;Hombres;Condenados con dos penas;2013;1.920
03 Asturias, Principado de;Hombres;Condenados con tres penas;2022;528
03 Asturias, Principado de;Hombres;Condenados con tres penas;2021;470
03 Asturias, Principado de;Hombres;Condenados con tres penas;2020;401
03 Asturias, Principado de;Hombres;Condenados con tres penas;2019;488
03 Asturias, Principado de;Hombres;Condenados con tres penas;2018;517
03 Asturias, Principado de;Hombres;Condenados con tres penas;2017;565
03 Asturias, Principado de;Hombres;Condenados con tres penas;2016;561
03 Asturias, Principado de;Hombres;Condenados con tres penas;2015;482
03 Asturias, Principado de;Hombres;Condenados con tres penas;2014;499
03 Asturias, Principado de;Hombres;Condenados con tres penas;2013;492
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2022;495
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2021;454
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2020;382
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2019;437
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2018;443
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2017;512
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2016;503
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2015;410
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2014;446
03 Asturias, Principado de;Hombres;Condenados con cuatro penas;2013;431
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2022;236
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2021;238
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2020;188
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2019;221
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2018;265
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2017;214
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2016;260
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2015;231
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2014;238
03 Asturias, Principado de;Hombres;Condenados con cinco penas;2013;219
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2022;577
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2021;510
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2020;334
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2019;504
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2018;496
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2017;498
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2016;461
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2015;338
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2014;378
03 Asturias, Principado de;Hombres;Condenados con seis o más penas;2013;340
03 Asturias, Principado de;Mujeres;Total;2022;1.378
03 Asturias, Principado de;Mujeres;Total;2021;1.202
03 Asturias, Principado de;Mujeres;Total;2020;1.038
03 Asturias, Principado de;Mujeres;Total;2019;1.387
03 Asturias, Principado de;Mujeres;Total;2018;1.379
03 Asturias, Principado de;Mujeres;Total;2017;1.351
03 Asturias, Principado de;Mujeres;Total;2016;1.218
03 Asturias, Principado de;Mujeres;Total;2015;701
